Id;MathScore;ReadingScore;WritingScore;fk_Student;Year
6116;49;36;76;1529;2018
6117;50;32;50;1529;2019
6118;60;40;62;1529;2020
6119;59;32;70;1529;2021
6120;46;39;30;1530;2018
6121;52;32;44;1530;2019
6122;51;34;43;1530;2020
6123;57;37;63;1530;2021
6124;42;61;81;1531;2018
6125;49;76;37;1531;2019
6126;44;90;59;1531;2020
6127;46;93;39;1531;2021
6128;38;29;42;1532;2018
6129;38;29;47;1532;2019
6130;46;25;44;1532;2020
6131;45;19;55;1532;2021
6132;60;50;55;1533;2018
6133;68;42;55;1533;2019
6134;83;32;65;1533;2020
6135;63;35;77;1533;2021
6136;33;56;29;1534;2018
6137;37;42;27;1534;2019
6138;35;38;33;1534;2020
6139;33;44;29;1534;2021
6140;26;56;29;1535;2018
6141;25;67;29;1535;2019
6142;30;73;25;1535;2020
6143;25;63;30;1535;2021
6144;68;35;62;1536;2018
6145;71;32;67;1536;2019
6146;69;33;78;1536;2020
6147;76;40;85;1536;2021
6148;86;52;85;1537;2018
6149;85;57;93;1537;2019
6150;92;53;95;1537;2020
6151;115;53;109;1537;2021
6152;51;52;45;1538;2018
6153;49;65;45;1538;2019
6154;50;58;54;1538;2020
6155;45;66;41;1538;2021
6156;46;54;90;1539;2018
6157;36;47;48;1539;2019
6158;43;49;30;1539;2020
6159;33;57;53;1539;2021
6160;58;76;81;1540;2018
6161;62;94;61;1540;2019
6162;63;93;47;1540;2020
6163;50;109;59;1540;2021
6164;64;33;40;1541;2018
6165;62;26;50;1541;2019
6166;77;26;64;1541;2020
6167;69;29;61;1541;2021
6168;66;35;36;1542;2018
6169;52;32;57;1542;2019
6170;45;36;64;1542;2020
6171;49;32;56;1542;2021
6172;50;56;28;1543;2018
6173;41;44;41;1543;2019
6174;37;45;50;1543;2020
6175;39;48;46;1543;2021
6176;74;65;69;1544;2018
6177;87;54;92;1544;2019
6178;99;48;97;1544;2020
6179;87;40;115;1544;2021
6180;44;60;74;1545;2018
6181;36;65;43;1545;2019
6182;34;68;40;1545;2020
6183;28;83;29;1545;2021
6184;31;35;85;1546;2018
6185;29;29;28;1546;2019
6186;29;24;23;1546;2020
6187;31;26;31;1546;2021
6188;33;33;64;1547;2018
6189;29;33;30;1547;2019
6190;36;27;25;1547;2020
6191;38;27;30;1547;2021
6192;47;53;50;1548;2018
6193;45;58;56;1548;2019
6194;49;44;44;1548;2020
6195;49;52;51;1548;2021
6196;35;42;45;1549;2018
6197;34;39;32;1549;2019
6198;27;40;34;1549;2020
6199;29;45;28;1549;2021
6200;56;39;41;1550;2018
6201;68;42;70;1550;2019
6202;65;39;82;1550;2020
6203;80;30;68;1550;2021
6204;48;32;71;1551;2018
6205;45;31;53;1551;2019
6206;42;33;46;1551;2020
6207;35;40;40;1551;2021
6208;33;52;62;1552;2018
6209;35;42;28;1552;2019
6210;30;39;39;1552;2020
6211;36;29;23;1552;2021
6212;41;72;57;1553;2018
6213;47;73;43;1553;2019
6214;42;65;47;1553;2020
6215;37;62;36;1553;2021
6216;58;30;33;1554;2018
6217;53;23;46;1554;2019
6218;56;22;60;1554;2020
6219;62;17;56;1554;2021
6220;40;34;53;1555;2018
6221;50;28;46;1555;2019
6222;48;22;45;1555;2020
6223;40;24;51;1555;2021
6224;48;80;53;1556;2018
6225;56;95;45;1556;2019
6226;59;110;60;1556;2020
6227;46;95;66;1556;2021
6228;81;30;53;1557;2018
6229;87;25;64;1557;2019
6230;95;22;75;1557;2020
6231;114;24;104;1557;2021
6232;53;69;86;1558;2018
6233;49;67;47;1558;2019
6234;49;54;39;1558;2020
6235;51;64;55;1558;2021
6236;43;71;50;1559;2018
6237;37;77;38;1559;2019
6238;41;66;46;1559;2020
6239;36;72;43;1559;2021
6240;47;43;87;1560;2018
6241;56;40;36;1560;2019
6242;68;44;50;1560;2020
6243;69;37;85;1560;2021
6244;38;41;40;1561;2018
6245;41;41;43;1561;2019
6246;44;39;44;1561;2020
6247;53;40;43;1561;2021
6248;53;37;74;1562;2018
6249;43;34;44;1562;2019
6250;43;39;33;1562;2020
6251;35;36;52;1562;2021
6252;57;75;50;1563;2018
6253;55;59;53;1563;2019
6254;65;71;52;1563;2020
6255;67;88;80;1563;2021
6256;57;70;34;1564;2018
6257;62;62;49;1564;2019
6258;53;55;62;1564;2020
6259;44;43;63;1564;2021
6260;27;58;44;1565;2018
6261;28;53;23;1565;2019
6262;21;48;22;1565;2020
6263;18;40;25;1565;2021
6264;90;78;36;1566;2018
6265;99;97;80;1566;2019
6266;86;97;94;1566;2020
6267;91;115;91;1566;2021
6268;23;71;35;1567;2018
6269;29;86;17;1567;2019
6270;29;99;32;1567;2020
6271;34;102;28;1567;2021
6272;42;37;55;1568;2018
6273;45;37;47;1568;2019
6274;36;41;48;1568;2020
6275;34;32;31;1568;2021
6276;38;64;59;1569;2018
6277;30;55;40;1569;2019
6278;33;44;26;1569;2020
6279;40;48;30;1569;2021
6280;52;35;49;1570;2018
6281;52;41;62;1570;2019
6282;60;45;48;1570;2020
6283;65;42;67;1570;2021
6284;39;56;63;1571;2018
6285;45;60;35;1571;2019
6286;54;63;41;1571;2020
6287;55;76;66;1571;2021
6288;51;70;55;1572;2018
6289;60;54;62;1572;2019
6290;68;67;74;1572;2020
6291;76;52;76;1572;2021
6292;84;59;44;1573;2018
6293;74;62;104;1573;2019
6294;70;50;65;1573;2020
6295;78;58;59;1573;2021
6296;56;46;26;1574;2018
6297;56;44;45;1574;2019
6298;69;40;56;1574;2020
6299;56;37;69;1574;2021
6300;34;58;39;1575;2018
6301;35;68;29;1575;2019
6302;32;57;38;1575;2020
6303;39;68;28;1575;2021
6304;46;81;52;1576;2018
6305;42;61;37;1576;2019
6306;39;64;32;1576;2020
6307;40;57;48;1576;2021
6308;37;63;44;1577;2018
6309;42;56;36;1577;2019
6310;33;50;36;1577;2020
6311;25;59;30;1577;2021
6312;28;60;57;1578;2018
6313;25;73;27;1578;2019
6314;27;73;28;1578;2020
6315;32;74;27;1578;2021
6316;48;39;44;1579;2018
6317;55;37;38;1579;2019
6318;60;44;67;1579;2020
6319;65;34;50;1579;2021
6320;36;44;27;1580;2018
6321;40;34;38;1580;2019
6322;33;40;34;1580;2020
6323;38;34;40;1580;2021
6324;74;40;25;1581;2018
6325;69;46;85;1581;2019
6326;61;50;84;1581;2020
6327;76;52;46;1581;2021
6328;56;33;53;1582;2018
6329;45;35;56;1582;2019
6330;53;33;53;1582;2020
6331;48;31;62;1582;2021
6332;48;57;89;1583;2018
6333;36;56;57;1583;2019
6334;30;51;29;1583;2020
6335;36;40;36;1583;2021
6336;25;37;89;1584;2018
6337;28;32;24;1584;2019
6338;29;32;30;1584;2020
6339;34;33;28;1584;2021
6340;34;46;50;1585;2018
6341;41;49;30;1585;2019
6342;44;41;43;1585;2020
6343;54;37;34;1585;2021
6344;60;34;78;1586;2018
6345;65;32;58;1586;2019
6346;54;32;62;1586;2020
6347;54;38;63;1586;2021
6348;49;51;26;1587;2018
6349;41;47;43;1587;2019
6350;42;44;34;1587;2020
6351;45;48;32;1587;2021
6352;86;65;60;1588;2018
6353;66;77;99;1588;2019
6354;61;81;57;1588;2020
6355;59;64;63;1588;2021
6356;35;41;29;1589;2018
6357;37;47;39;1589;2019
6358;38;50;43;1589;2020
6359;41;55;32;1589;2021
6360;50;58;67;1590;2018
6361;49;54;57;1590;2019
6362;41;50;41;1590;2020
6363;43;56;41;1590;2021
6364;57;66;48;1591;2018
6365;43;65;52;1591;2019
6366;45;56;33;1591;2020
6367;51;68;36;1591;2021
6368;55;75;43;1592;2018
6369;42;87;49;1592;2019
6370;51;87;37;1592;2020
6371;51;94;40;1592;2021
6372;33;29;67;1593;2018
6373;31;31;35;1593;2019
6374;37;37;29;1593;2020
6375;40;39;34;1593;2021
6376;29;36;50;1594;2018
6377;28;42;27;1594;2019
6378;25;35;25;1594;2020
6379;27;37;26;1594;2021
6380;31;32;33;1595;2018
6381;38;31;34;1595;2019
6382;38;26;31;1595;2020
6383;31;32;44;1595;2021
6384;65;31;51;1596;2018
6385;71;30;74;1596;2019
6386;55;36;67;1596;2020
6387;65;37;51;1596;2021
6388;83;57;63;1597;2018
6389;65;57;93;1597;2019
6390;77;56;59;1597;2020
6391;82;52;66;1597;2021
6392;56;49;47;1598;2018
6393;43;41;55;1598;2019
6394;38;49;46;1598;2020
6395;37;56;43;1598;2021
6396;46;41;88;1599;2018
6397;35;33;57;1599;2019
6398;31;25;27;1599;2020
6399;24;24;38;1599;2021
6400;81;40;41;1600;2018
6401;72;40;68;1600;2019
6402;77;48;73;1600;2020
6403;87;46;83;1600;2021
6404;30;74;81;1601;2018
6405;30;84;37;1601;2019
6406;26;65;30;1601;2020
6407;21;60;26;1601;2021
6408;41;38;40;1602;2018
6409;41;38;43;1602;2019
6410;39;32;32;1602;2020
6411;47;26;30;1602;2021
6412;49;52;43;1603;2018
6413;58;58;55;1603;2019
6414;66;54;61;1603;2020
6415;74;41;80;1603;2021
6416;36;36;28;1604;2018
6417;36;34;43;1604;2019
6418;40;32;40;1604;2020
6419;45;31;36;1604;2021
6420;39;49;60;1605;2018
6421;49;46;45;1605;2019
6422;61;44;39;1605;2020
6423;55;48;56;1605;2021
6424;71;40;68;1606;2018
6425;57;32;64;1606;2019
6426;68;38;59;1606;2020
6427;58;44;58;1606;2021
6428;62;37;83;1607;2018
6429;57;38;59;1607;2019
6430;57;34;45;1607;2020
6431;63;31;60;1607;2021
6432;55;36;43;1608;2018
6433;66;30;44;1608;2019
6434;54;36;82;1608;2020
6435;60;43;42;1608;2021
6436;39;41;52;1609;2018
6437;38;40;35;1609;2019
6438;38;46;35;1609;2020
6439;33;51;34;1609;2021
6440;53;62;30;1610;2018
6441;45;59;50;1610;2019
6442;42;69;52;1610;2020
6443;38;61;32;1610;2021
6444;43;69;35;1611;2018
6445;34;79;53;1611;2019
6446;39;92;35;1611;2020
6447;35;107;45;1611;2021
6448;78;71;44;1612;2018
6449;67;68;93;1612;2019
6450;83;79;69;1612;2020
6451;101;98;69;1612;2021
6452;91;50;25;1613;2018
6453;90;56;102;1613;2019
6454;93;47;110;1613;2020
6455;107;57;89;1613;2021
6456;32;83;35;1614;2018
6457;30;102;26;1614;2019
6458;27;106;25;1614;2020
6459;27;120;22;1614;2021
6460;54;55;54;1615;2018
6461;55;41;43;1615;2019
6462;69;37;44;1615;2020
6463;73;34;86;1615;2021
6464;46;66;34;1616;2018
6465;46;69;44;1616;2019
6466;54;60;55;1616;2020
6467;48;64;64;1616;2021
6468;35;81;48;1617;2018
6469;28;65;43;1617;2019
6470;35;53;22;1617;2020
6471;29;62;27;1617;2021
6472;25;79;44;1618;2018
6473;22;80;30;1618;2019
6474;17;70;20;1618;2020
6475;20;82;19;1618;2021
6476;48;59;38;1619;2018
6477;51;46;42;1619;2019
6478;38;52;61;1619;2020
6479;41;65;37;1619;2021
6480;73;36;36;1620;2018
6481;56;44;61;1620;2019
6482;67;54;56;1620;2020
6483;78;51;83;1620;2021
6484;60;48;47;1621;2018
6485;48;44;55;1621;2019
6486;36;50;55;1621;2020
6487;28;48;28;1621;2021
6488;25;32;42;1622;2018
6489;24;26;30;1622;2019
6490;26;23;21;1622;2020
6491;22;24;30;1622;2021
6492;44;73;29;1623;2018
6493;44;81;38;1623;2019
6494;53;96;48;1623;2020
6495;43;81;53;1623;2021
6496;54;35;67;1624;2018
6497;57;36;44;1624;2019
6498;50;43;44;1624;2020
6499;42;43;49;1624;2021
6500;30;40;38;1625;2018
6501;26;45;30;1625;2019
6502;32;56;22;1625;2020
6503;36;45;34;1625;2021
6504;81;28;60;1626;2018
6505;78;32;91;1626;2019
6506;91;25;87;1626;2020
6507;75;25;72;1626;2021
6508;37;29;40;1627;2018
6509;40;36;29;1627;2019
6510;49;38;36;1627;2020
6511;45;38;42;1627;2021
6512;28;32;53;1628;2018
6513;25;36;24;1628;2019
6514;25;34;23;1628;2020
6515;25;34;27;1628;2021
6516;37;49;36;1629;2018
6517;31;52;30;1629;2019
6518;31;52;27;1629;2020
6519;25;56;26;1629;2021
6520;44;31;28;1630;2018
6521;37;28;44;1630;2019
6522;41;28;38;1630;2020
6523;39;25;40;1630;2021
6524;37;76;26;1631;2018
6525;34;73;34;1631;2019
6526;30;87;31;1631;2020
6527;35;66;29;1631;2021
6528;25;58;32;1632;2018
6529;27;52;28;1632;2019
6530;30;64;33;1632;2020
6531;36;80;26;1632;2021
6532;43;56;70;1633;2018
6533;46;52;53;1633;2019
6534;35;42;40;1633;2020
6535;27;33;35;1633;2021
6536;48;57;33;1634;2018
6537;49;70;51;1634;2019
6538;50;55;61;1634;2020
6539;45;47;39;1634;2021
6540;89;41;59;1635;2018
6541;89;40;91;1635;2019
6542;98;37;83;1635;2020
6543;117;38;77;1635;2021
6544;46;65;36;1636;2018
6545;35;54;50;1636;2019
6546;43;61;41;1636;2020
6547;38;54;33;1636;2021
6548;46;43;45;1637;2018
6549;42;52;37;1637;2019
6550;42;58;45;1637;2020
6551;43;68;48;1637;2021
6552;49;33;35;1638;2018
6553;37;34;59;1638;2019
6554;39;26;42;1638;2020
6555;42;21;47;1638;2021
6556;65;40;34;1639;2018
6557;57;37;74;1639;2019
6558;44;43;44;1639;2020
6559;49;39;46;1639;2021
6560;41;70;30;1640;2018
6561;43;55;41;1640;2019
6562;40;44;41;1640;2020
6563;45;50;38;1640;2021
6564;78;37;32;1641;2018
6565;67;43;70;1641;2019
6566;78;40;57;1641;2020
6567;69;35;84;1641;2021
6568;50;37;50;1642;2018
6569;42;28;50;1642;2019
6570;41;22;37;1642;2020
6571;46;27;41;1642;2021
6572;47;30;62;1643;2018
6573;43;25;58;1643;2019
6574;51;25;44;1643;2020
6575;45;26;41;1643;2021
6576;34;37;83;1644;2018
6577;35;39;34;1644;2019
6578;31;32;35;1644;2020
6579;37;32;27;1644;2021
6580;58;70;35;1645;2018
6581;49;56;54;1645;2019
6582;45;57;49;1645;2020
6583;35;62;35;1645;2021
6584;28;69;27;1646;2018
6585;26;53;26;1646;2019
6586;25;63;24;1646;2020
6587;20;61;29;1646;2021
6588;69;32;31;1647;2018
6589;82;37;55;1647;2019
6590;87;31;101;1647;2020
6591;105;34;104;1647;2021
6592;66;57;86;1648;2018
6593;54;46;50;1648;2019
6594;45;50;57;1648;2020
6595;56;39;48;1648;2021
6596;29;35;64;1649;2018
6597;30;35;35;1649;2019
6598;34;33;37;1649;2020
6599;36;39;39;1649;2021
6600;43;48;76;1650;2018
6601;44;59;33;1650;2019
6602;52;48;40;1650;2020
6603;49;59;65;1650;2021
6604;70;39;41;1651;2018
6605;81;44;82;1651;2019
6606;95;42;73;1651;2020
6607;73;34;107;1651;2021
6608;39;67;67;1652;2018
6609;47;74;41;1652;2019
6610;42;78;58;1652;2020
6611;45;77;40;1652;2021
6612;48;45;55;1653;2018
6613;59;49;54;1653;2019
6614;61;43;49;1653;2020
6615;58;35;57;1653;2021
6616;46;42;45;1654;2018
6617;45;37;52;1654;2019
6618;50;39;38;1654;2020
6619;56;41;41;1654;2021
6620;55;57;70;1655;2018
6621;54;50;69;1655;2019
6622;44;45;53;1655;2020
6623;34;48;39;1655;2021
6624;40;76;82;1656;2018
6625;50;63;39;1656;2019
6626;46;68;55;1656;2020
6627;40;59;45;1656;2021
6628;53;35;55;1657;2018
6629;46;33;66;1657;2019
6630;46;26;46;1657;2020
6631;37;27;37;1657;2021
6632;71;83;61;1658;2018
6633;87;103;86;1658;2019
6634;102;111;90;1658;2020
6635;80;121;91;1658;2021
6636;31;77;38;1659;2018
6637;35;65;30;1659;2019
6638;34;75;34;1659;2020
6639;40;93;36;1659;2021
6640;44;50;57;1660;2018
6641;44;47;37;1660;2019
6642;42;36;41;1660;2020
6643;50;32;45;1660;2021
6644;34;76;29;1661;2018
6645;27;66;34;1661;2019
6646;24;81;27;1661;2020
6647;21;76;21;1661;2021
6648;82;32;89;1662;2018
6649;100;32;69;1662;2019
6650;120;38;107;1662;2020
6651;137;47;121;1662;2021
6652;34;76;26;1663;2018
6653;29;65;34;1663;2019
6654;22;50;30;1663;2020
6655;20;48;23;1663;2021
6656;23;47;88;1664;2018
6657;23;53;28;1664;2019
6658;21;46;28;1664;2020
6659;23;41;20;1664;2021
6660;62;83;38;1665;2018
6661;69;99;55;1665;2019
6662;84;119;75;1665;2020
6663;66;91;99;1665;2021
6664;51;78;49;1666;2018
6665;46;79;64;1666;2019
6666;52;93;36;1666;2020
6667;41;87;59;1666;2021
6668;44;50;25;1667;2018
6669;42;53;49;1667;2019
6670;41;62;49;1667;2020
6671;35;56;47;1667;2021
6672;92;47;67;1668;2018
6673;80;51;74;1668;2019
6674;78;59;89;1668;2020
6675;94;48;97;1668;2021
6676;47;50;39;1669;2018
6677;52;55;35;1669;2019
6678;40;43;43;1669;2020
6679;38;44;49;1669;2021
6680;37;49;26;1670;2018
6681;42;58;43;1670;2019
6682;44;52;35;1670;2020
6683;53;50;44;1670;2021
6684;34;61;40;1671;2018
6685;38;58;42;1671;2019
6686;40;67;45;1671;2020
6687;48;79;33;1671;2021
6688;38;34;39;1672;2018
6689;41;26;31;1672;2019
6690;34;27;49;1672;2020
6691;39;21;42;1672;2021
6692;42;42;45;1673;2018
6693;50;51;34;1673;2019
6694;52;55;58;1673;2020
6695;41;50;65;1673;2021
6696;47;73;50;1674;2018
6697;56;56;39;1674;2019
6698;60;48;57;1674;2020
6699;50;45;50;1674;2021
6700;38;34;68;1675;2018
6701;40;37;43;1675;2019
6702;45;28;31;1675;2020
6703;48;31;54;1675;2021
6704;72;83;83;1676;2018
6705;83;89;89;1676;2019
6706;94;79;67;1676;2020
6707;94;85;84;1676;2021
6708;54;47;30;1677;2018
6709;63;56;41;1677;2019
6710;72;52;75;1677;2020
6711;74;59;67;1677;2021
6712;43;56;78;1678;2018
6713;42;43;43;1678;2019
6714;39;34;52;1678;2020
6715;39;42;33;1678;2021
6716;83;42;57;1679;2018
6717;82;34;72;1679;2019
6718;74;34;72;1679;2020
6719;81;27;63;1679;2021
6720;57;50;49;1680;2018
6721;52;39;52;1680;2019
6722;45;35;41;1680;2020
6723;42;29;37;1680;2021
6724;48;33;39;1681;2018
6725;49;30;40;1681;2019
6726;40;35;61;1681;2020
6727;35;38;50;1681;2021
6728;47;30;59;1682;2018
6729;56;35;52;1682;2019
6730;52;35;44;1682;2020
6731;60;40;57;1682;2021
6732;47;28;86;1683;2018
6733;55;23;54;1683;2019
6734;53;25;65;1683;2020
6735;64;21;47;1683;2021
6736;61;37;78;1684;2018
6737;75;37;66;1684;2019
6738;71;40;92;1684;2020
6739;67;47;77;1684;2021
6740;47;55;50;1685;2018
6741;39;42;57;1685;2019
6742;46;37;44;1685;2020
6743;44;33;35;1685;2021
6744;38;83;38;1686;2018
6745;46;101;30;1686;2019
6746;57;103;43;1686;2020
6747;44;97;52;1686;2021
6748;73;73;45;1687;2018
6749;87;69;65;1687;2019
6750;90;77;101;1687;2020
6751;112;59;73;1687;2021
6752;65;41;58;1688;2018
6753;50;49;75;1688;2019
6754;51;55;49;1688;2020
6755;52;58;43;1688;2021
6756;42;29;86;1689;2018
6757;47;25;47;1689;2019
6758;45;22;45;1689;2020
6759;38;23;49;1689;2021
6760;60;73;35;1690;2018
6761;69;67;71;1690;2019
6762;60;55;80;1690;2020
6763;45;45;60;1690;2021
6764;83;63;66;1691;2018
6765;94;77;98;1691;2019
6766;97;61;115;1691;2020
6767;109;54;106;1691;2021
6768;54;28;62;1692;2018
6769;64;23;44;1692;2019
6770;70;19;63;1692;2020
6771;76;20;71;1692;2021
6772;51;73;62;1693;2018
6773;43;65;54;1693;2019
6774;39;57;42;1693;2020
6775;39;62;40;1693;2021
6776;76;48;48;1694;2018
6777;91;38;90;1694;2019
6778;108;37;98;1694;2020
6779;124;35;108;1694;2021
6780;31;57;52;1695;2018
6781;38;44;25;1695;2019
6782;29;50;38;1695;2020
6783;36;53;30;1695;2021
6784;51;54;52;1696;2018
6785;62;60;46;1696;2019
6786;60;46;60;1696;2020
6787;72;44;72;1696;2021
6788;31;53;69;1697;2018
6789;35;41;25;1697;2019
6790;28;41;34;1697;2020
6791;25;32;30;1697;2021
6792;43;37;33;1698;2018
6793;43;43;38;1698;2019
6794;52;48;39;1698;2020
6795;54;55;62;1698;2021
6796;92;62;35;1699;2018
6797;85;69;104;1699;2019
6798;73;81;105;1699;2020
6799;64;80;71;1699;2021
6800;40;42;37;1700;2018
6801;43;48;37;1700;2019
6802;41;38;46;1700;2020
6803;38;44;42;1700;2021
6804;23;57;32;1701;2018
6805;22;53;29;1701;2019
6806;23;44;23;1701;2020
6807;18;42;28;1701;2021
6808;58;37;85;1702;2018
6809;49;36;51;1702;2019
6810;53;41;54;1702;2020
6811;47;41;48;1702;2021
6812;48;35;58;1703;2018
6813;48;39;57;1703;2019
6814;56;48;39;1703;2020
6815;48;60;56;1703;2021
6816;56;41;36;1704;2018
6817;51;31;60;1704;2019
6818;44;26;60;1704;2020
6819;41;30;45;1704;2021
6820;48;29;58;1705;2018
6821;59;28;54;1705;2019
6822;51;26;56;1705;2020
6823;51;27;61;1705;2021
6824;39;69;63;1706;2018
6825;32;77;46;1706;2019
6826;26;73;32;1706;2020
6827;23;72;32;1706;2021
6828;48;62;62;1707;2018
6829;41;71;41;1707;2019
6830;48;88;43;1707;2020
6831;55;76;47;1707;2021
6832;50;29;35;1708;2018
6833;46;34;54;1708;2019
6834;53;32;37;1708;2020
6835;55;35;44;1708;2021
6836;63;48;58;1709;2018
6837;53;47;74;1709;2019
6838;51;58;62;1709;2020
6839;50;59;63;1709;2021
6840;39;48;52;1710;2018
6841;44;43;39;1710;2019
6842;40;42;43;1710;2020
6843;49;48;47;1710;2021
6844;38;54;61;1711;2018
6845;33;56;35;1711;2019
6846;36;44;26;1711;2020
6847;35;44;36;1711;2021
6848;52;59;59;1712;2018
6849;47;60;64;1712;2019
6850;37;63;56;1712;2020
6851;32;54;43;1712;2021
6852;29;39;62;1713;2018
6853;23;48;24;1713;2019
6854;26;57;25;1713;2020
6855;27;54;21;1713;2021
6856;39;37;86;1714;2018
6857;36;34;42;1714;2019
6858;41;27;34;1714;2020
6859;37;28;38;1714;2021
6860;33;67;50;1715;2018
6861;26;74;29;1715;2019
6862;25;63;26;1715;2020
6863;29;54;28;1715;2021
6864;38;38;29;1716;2018
6865;41;44;42;1716;2019
6866;48;50;40;1716;2020
6867;51;51;53;1716;2021
6868;68;72;48;1717;2018
6869;52;62;64;1717;2019
6870;51;65;45;1717;2020
6871;40;74;47;1717;2021
6872;57;31;49;1718;2018
6873;48;26;55;1718;2019
6874;40;23;38;1718;2020
6875;50;22;38;1718;2021
6876;51;55;26;1719;2018
6877;50;44;57;1719;2019
6878;54;38;56;1719;2020
6879;61;40;65;1719;2021
6880;47;56;78;1720;2018
6881;50;56;38;1720;2019
6882;41;53;40;1720;2020
6883;50;63;40;1720;2021
6884;49;32;58;1721;2018
6885;44;27;42;1721;2019
6886;52;20;52;1721;2020
6887;52;23;49;1721;2021
6888;59;61;35;1722;2018
6889;73;58;66;1722;2019
6890;78;71;89;1722;2020
6891;97;83;89;1722;2021
6892;64;57;27;1723;2018
6893;57;50;57;1723;2019
6894;50;51;58;1723;2020
6895;54;48;52;1723;2021
6896;77;72;46;1724;2018
6897;91;67;77;1724;2019
6898;77;73;107;1724;2020
6899;83;59;87;1724;2021
6900;73;46;32;1725;2018
6901;85;47;87;1725;2019
6902;103;45;82;1725;2020
6903;81;54;83;1725;2021
6904;36;36;65;1726;2018
6905;30;44;33;1726;2019
6906;32;43;33;1726;2020
6907;36;44;37;1726;2021
6908;57;69;50;1727;2018
6909;51;78;52;1727;2019
6910;45;87;45;1727;2020
6911;49;71;34;1727;2021
6912;90;55;58;1728;2018
6913;105;59;74;1728;2019
6914;112;47;114;1728;2020
6915;123;58;137;1728;2021
6916;52;57;57;1729;2018
6917;57;46;58;1729;2019
6918;59;41;67;1729;2020
6919;58;33;64;1729;2021
6920;50;58;44;1730;2018
6921;50;47;58;1730;2019
6922;52;51;45;1730;2020
6923;64;52;63;1730;2021
6924;83;29;71;1731;2018
6925;79;32;78;1731;2019
6926;59;39;71;1731;2020
6927;60;31;71;1731;2021
6928;41;73;34;1732;2018
6929;46;72;45;1732;2019
6930;46;80;52;1732;2020
6931;35;74;38;1732;2021
6932;47;58;76;1733;2018
6933;36;46;58;1733;2019
6934;39;43;29;1733;2020
6935;33;52;36;1733;2021
6936;48;76;56;1734;2018
6937;38;86;40;1734;2019
6938;44;97;44;1734;2020
6939;37;111;53;1734;2021
6940;89;56;42;1735;2018
6941;107;44;93;1735;2019
6942;82;34;132;1735;2020
6943;66;31;73;1735;2021
6944;88;59;53;1736;2018
6945;103;45;69;1736;2019
6946;80;38;125;1736;2020
6947;75;36;76;1736;2021
6948;32;76;65;1737;2018
6949;39;87;33;1737;2019
6950;49;104;46;1737;2020
6951;45;88;50;1737;2021
6952;60;31;32;1738;2018
6953;65;25;61;1738;2019
6954;59;30;67;1738;2020
6955;73;23;45;1738;2021
6956;38;55;52;1739;2018
6957;46;66;37;1739;2019
6958;47;77;40;1739;2020
6959;53;78;55;1739;2021
6960;83;32;90;1740;2018
6961;81;29;90;1740;2019
6962;71;24;86;1740;2020
6963;55;25;63;1740;2021
6964;43;60;54;1741;2018
6965;39;61;43;1741;2019
6966;36;60;30;1741;2020
6967;39;51;34;1741;2021
6968;80;39;71;1742;2018
6969;89;43;62;1742;2019
6970;106;39;85;1742;2020
6971;125;40;128;1742;2021
6972;55;50;45;1743;2018
6973;51;50;56;1743;2019
6974;53;45;60;1743;2020
6975;65;55;57;1743;2021
6976;28;78;42;1744;2018
6977;23;61;27;1744;2019
6978;20;73;28;1744;2020
6979;19;58;20;1744;2021
6980;59;53;32;1745;2018
6981;71;43;65;1745;2019
6982;81;40;69;1745;2020
6983;72;43;87;1745;2021
6984;63;59;33;1746;2018
6985;53;69;64;1746;2019
6986;54;63;55;1746;2020
6987;61;59;42;1746;2021
6988;35;45;47;1747;2018
6989;39;47;26;1747;2019
6990;41;54;34;1747;2020
6991;31;62;44;1747;2021
6992;53;35;53;1748;2018
6993;61;36;57;1748;2019
6994;70;28;64;1748;2020
6995;65;22;60;1748;2021
6996;87;34;59;1749;2018
6997;75;27;72;1749;2019
6998;69;26;77;1749;2020
6999;80;28;81;1749;2021
7000;34;70;39;1750;2018
7001;34;58;38;1750;2019
7002;28;46;31;1750;2020
7003;29;42;33;1750;2021
7004;26;60;37;1751;2018
7005;23;68;28;1751;2019
7006;27;60;20;1751;2020
7007;22;72;28;1751;2021
7008;44;36;51;1752;2018
7009;49;35;49;1752;2019
7010;44;38;42;1752;2020
7011;44;37;49;1752;2021
7012;28;40;38;1753;2018
7013;31;48;23;1753;2019
7014;36;48;25;1753;2020
7015;43;39;27;1753;2021
7016;28;71;46;1754;2018
7017;29;87;24;1754;2019
7018;28;72;30;1754;2020
7019;24;86;31;1754;2021
7020;69;38;36;1755;2018
7021;57;43;72;1755;2019
7022;53;41;70;1755;2020
7023;44;40;61;1755;2021
7024;52;45;33;1756;2018
7025;62;40;42;1756;2019
7026;74;42;58;1756;2020
7027;84;40;87;1756;2021
7028;30;73;33;1757;2018
7029;35;69;26;1757;2019
7030;44;83;37;1757;2020
7031;52;64;49;1757;2021
7032;28;70;32;1758;2018
7033;25;61;35;1758;2019
7034;23;49;30;1758;2020
7035;21;44;21;1758;2021
7036;49;30;70;1759;2018
7037;61;32;57;1759;2019
7038;71;37;70;1759;2020
7039;59;31;72;1759;2021
7040;34;42;37;1760;2018
7041;32;51;28;1760;2019
7042;39;64;29;1760;2020
7043;41;68;43;1760;2021
7044;64;33;57;1761;2018
7045;64;25;76;1761;2019
7046;69;24;67;1761;2020
